song,performer,count,decade,main_performer,release_date,title,main_artist,spotify_id,spotify_link,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,explicit,genres,broad_genre
I Hate Myself For Loving You,Joan Jett & the Blackhearts,26,1980,Joan Jett & the Blackhearts,1988-05-23,I Hate Myself for Loving You,Joan Jett & The Blackhearts,2HXixVqzzm9rEUIMAWzshl,spotify:track:2HXixVqzzm9rEUIMAWzshl,65,0.0846,https://api.spotify.com/v1/audio-analysis/2HXixVqzzm9rEUIMAWzshl,0.611,246800.0,0.883,1.2e-06,9.0,0.192,-11.225,1.0,0.0539,117.928,4.0,0.604,False,['rock'],rock
The Winner Takes It All,ABBA,26,1980,ABBA,1980,The Winner Takes It All,ABBA,2HeTmGTjl870ucJ8mF7zl5,spotify:track:2HeTmGTjl870ucJ8mF7zl5,58,0.548,https://api.spotify.com/v1/audio-analysis/2HeTmGTjl870ucJ8mF7zl5,0.457,294733.0,0.785,0.000781,6.0,0.082,-6.783,1.0,0.0383,126.947,4.0,0.522,False,"['europop', 'swedish pop']",pop
I Still Believe,Brenda K. Starr,26,1980,Brenda K. Starr,2019-07-26,I Still Believe - English Version,Brenda K. Starr,7D8LfO2ijOq9DnaVntnc3Q,spotify:track:7D8LfO2ijOq9DnaVntnc3Q,39,0.279,https://api.spotify.com/v1/audio-analysis/7D8LfO2ijOq9DnaVntnc3Q,0.546,229240.0,0.563,0.0,7.0,0.102,-8.778,1.0,0.0283,58.996,4.0,0.374,False,['freestyle'],unknown
All Cried Out,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,26,1980,Lisa Lisa And Cult Jam With Full Force ,1985,All Cried Out (with Full Force),Lisa Lisa & Cult Jam,2Q0HXXMkR28ZZkyX30UmLc,spotify:track:2Q0HXXMkR28ZZkyX30UmLc,36,0.127,https://api.spotify.com/v1/audio-analysis/2Q0HXXMkR28ZZkyX30UmLc,0.46,284333.0,0.498,0.0295,1.0,0.186,-8.835,1.0,0.0277,144.149,4.0,0.403,False,"['electro', 'freestyle', 'funk', 'new jack swing', 'quiet storm']",pop
I Just Called To Say I Love You,Stevie Wonder,26,1980,Stevie Wonder,1999-11-23,I Just Called To Say I Love You,Stevie Wonder,6RNDeRnWsRMjPdNVgupZCs,spotify:track:6RNDeRnWsRMjPdNVgupZCs,73,0.243,https://api.spotify.com/v1/audio-analysis/6RNDeRnWsRMjPdNVgupZCs,0.748,262240.0,0.551,1.57e-06,1.0,0.0943,-9.054,1.0,0.0239,113.535,4.0,0.65,False,"['motown', 'quiet storm', 'soul']",unknown
I Found Someone,Cher,26,1980,Cher,1987-01-01,I Found Someone,Cher,7cm9QkrwSWH0scegcO8XZ2,spotify:track:7cm9QkrwSWH0scegcO8XZ2,55,0.59,https://api.spotify.com/v1/audio-analysis/7cm9QkrwSWH0scegcO8XZ2,0.54,224360.0,0.568,0.0,2.0,0.152,-10.804,0.0,0.0269,102.904,4.0,0.451,False,"['dance pop', 'hollywood', 'new wave pop', 'pop']",pop
You Got It (The Right Stuff),New Kids On The Block,26,1980,New Kids On The Block,1988-09-02,You Got It (The Right Stuff),New Kids On The Block,4buDeg67vos7KP1yHrS9wl,spotify:track:4buDeg67vos7KP1yHrS9wl,52,0.0126,https://api.spotify.com/v1/audio-analysis/4buDeg67vos7KP1yHrS9wl,0.788,249960.0,0.522,1.35e-06,0.0,0.0671,-13.029,0.0,0.0578,111.578,4.0,0.923,False,"['boy band', 'dance pop']",pop
Caribbean Queen (No More Love On The Run),Billy Ocean,26,1980,Billy Ocean,2017-07-21,Caribbean Queen (No More Love On the Run),Billy Ocean,72dwliDcUH6g2TFiMTEbE9,spotify:track:72dwliDcUH6g2TFiMTEbE9,54,0.176,https://api.spotify.com/v1/audio-analysis/72dwliDcUH6g2TFiMTEbE9,0.785,244440.0,0.671,6.45e-05,5.0,0.0955,-7.047,1.0,0.0267,113.805,4.0,0.95,False,"['dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'yacht rock']",rock
He's So Shy,The Pointer Sisters,26,1980,The Pointer Sisters,2008-04-15,He’s So Shy,The Pointer Sisters,2hKa5ljc8wVlNGSpenzUBd,spotify:track:2hKa5ljc8wVlNGSpenzUBd,9,0.0229,https://api.spotify.com/v1/audio-analysis/2hKa5ljc8wVlNGSpenzUBd,0.75,209080.0,0.756,1.41e-06,0.0,0.919,-6.356,1.0,0.0399,128.62,4.0,0.677,False,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'post-disco', 'quiet storm', 'soft rock']",pop
Fame,Irene Cara,26,1980,Irene Cara,2016-11-29,Fame - Rerecorded,Irene Cara,0He0xCEpiZkxdSjgb0ERpT,spotify:track:0He0xCEpiZkxdSjgb0ERpT,64,0.0672,https://api.spotify.com/v1/audio-analysis/0He0xCEpiZkxdSjgb0ERpT,0.714,319027.0,0.802,1.24e-05,3.0,0.0831,-7.357,1.0,0.0323,130.652,4.0,0.938,False,"['dance rock', 'disco', 'europop', 'new wave pop', 'soft rock']",rock
Bette Davis Eyes,Kim Carnes,26,1980,Kim Carnes,1981-01-01,Bette Davis Eyes,Kim Carnes,0odIT9B9BvOCnXfS0e4lB5,spotify:track:0odIT9B9BvOCnXfS0e4lB5,70,0.0204,https://api.spotify.com/v1/audio-analysis/0odIT9B9BvOCnXfS0e4lB5,0.675,228000.0,0.649,0.0,5.0,0.0959,-10.271,1.0,0.0319,116.624,4.0,0.596,False,"['new wave pop', 'soft rock']",pop
9 To 5,Dolly Parton,26,1980,Dolly Parton,1980,9 to 5,Dolly Parton,4w3tQBXhn5345eUXDGBWZG,spotify:track:4w3tQBXhn5345eUXDGBWZG,75,0.416,https://api.spotify.com/v1/audio-analysis/4w3tQBXhn5345eUXDGBWZG,0.554,162467.0,0.783,1.54e-06,6.0,0.631,-5.852,1.0,0.0457,105.39,4.0,0.813,False,"['country', 'country dawn', 'traditional country']",country
Physical,Olivia Newton-John,26,1980,Olivia Newton-John,1981-01-01,Physical,Olivia Newton-John,3hVrI7snZMTmHCnbwME47u,spotify:track:3hVrI7snZMTmHCnbwME47u,55,0.0728,https://api.spotify.com/v1/audio-analysis/3hVrI7snZMTmHCnbwME47u,0.839,224773.0,0.633,3.07e-05,4.0,0.31,-11.353,0.0,0.0445,123.816,4.0,0.839,False,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'hollywood', 'mellow gold', 'new wave pop', 'soft rock']",pop
Talking In Your Sleep,The Romantics,26,1980,The Romantics,1983,Talking In Your Sleep,The Romantics,7fRvtXvJMpGfTLdF0M09a1,spotify:track:7fRvtXvJMpGfTLdF0M09a1,60,0.0289,https://api.spotify.com/v1/audio-analysis/7fRvtXvJMpGfTLdF0M09a1,0.72,235093.0,0.967,0.000345,9.0,0.142,-4.434,0.0,0.0343,129.766,4.0,0.977,False,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'rock', 'soft rock']",rock
The Tide Is High,Blondie,26,1980,Blondie,1980-10-01,The Tide Is High - Edit,Blondie,165NAtd2DRPKNQ6EVY0VG9,spotify:track:165NAtd2DRPKNQ6EVY0VG9,55,0.0514,https://api.spotify.com/v1/audio-analysis/165NAtd2DRPKNQ6EVY0VG9,0.778,232803.0,0.667,0.0312,11.0,0.164,-7.273,1.0,0.0258,96.954,4.0,0.964,False,"['candy pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock']",pop
Once Bitten Twice Shy,Great White,26,1980,Great White,1989-01-01,Once Bitten Twice Shy,Great White,7pkWZL0kA26s754CwyK0SH,spotify:track:7pkWZL0kA26s754CwyK0SH,59,0.028,https://api.spotify.com/v1/audio-analysis/7pkWZL0kA26s754CwyK0SH,0.723,322933.0,0.541,0.00339,0.0,0.133,-14.021,1.0,0.0303,131.675,4.0,0.607,False,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",rock
Sweet Dreams (Are Made Of This),Eurythmics,26,1980,Eurythmics,1983-01-21,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,79,0.227,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,0.692,216933.0,0.711,0.0,0.0,0.12,-7.498,0.0,0.0317,125.135,4.0,0.875,False,"['dance pop', 'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",rock
Girl You Know It's True,Milli Vanilli,26,1980,Milli Vanilli,2013-07-26,Girl You Know It's True,Milli Vanilli,0C7dYeCLF6ukChtW64UNge,spotify:track:0C7dYeCLF6ukChtW64UNge,58,0.00797,https://api.spotify.com/v1/audio-analysis/0C7dYeCLF6ukChtW64UNge,0.772,198573.0,0.822,0.00148,10.0,0.457,-5.649,0.0,0.123,97.718,4.0,0.526,False,['new jack swing'],pop
The Glamorous Life,Sheila E.,26,1980,Sheila E.,1984,The Glamorous Life,Sheila E.,179SfVFJ0ZN41toTxnpgRD,spotify:track:179SfVFJ0ZN41toTxnpgRD,48,0.0261,https://api.spotify.com/v1/audio-analysis/179SfVFJ0ZN41toTxnpgRD,0.759,543560.0,0.675,0.0341,3.0,0.431,-14.366,0.0,0.0422,127.522,4.0,0.866,False,"['funk', 'minneapolis sound']",pop
"Theme From ""Greatest American Hero"" (Believe It or Not)",Joey Scarbury,26,1980,Joey Scarbury,1981,"Believe It or Not (Theme from ""Greatest American Hero"")",Joey Scarbury,375ntCG12wzCyfzclwYFwG,spotify:track:375ntCG12wzCyfzclwYFwG,50,0.249,https://api.spotify.com/v1/audio-analysis/375ntCG12wzCyfzclwYFwG,0.521,195293.0,0.743,0.0,2.0,0.096,-5.903,1.0,0.0338,117.129,4.0,0.451,False,"['soft rock', 'yacht rock']",rock
Straight Up,Paula Abdul,25,1980,Paula Abdul,1988-01-01,Straight Up,Paula Abdul,5xl5582IihbEZAnfj0xyso,spotify:track:5xl5582IihbEZAnfj0xyso,60,0.267,https://api.spotify.com/v1/audio-analysis/5xl5582IihbEZAnfj0xyso,0.769,250032.0,0.826,0.0177,7.0,0.0638,-8.252,1.0,0.0624,95.862,4.0,0.762,False,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'soft rock']",pop
I Can Dream About You,Dan Hartman,25,1980,Dan Hartman,2011-01-01,"I Can Dream About You - From ""Streets Of Fire""",Various Artists,37nxLdGbmgEYQYrqe14xOp,spotify:track:37nxLdGbmgEYQYrqe14xOp,57,0.0563,https://api.spotify.com/v1/audio-analysis/37nxLdGbmgEYQYrqe14xOp,0.736,249560.0,0.485,0.0,9.0,0.0412,-14.023,1.0,0.0504,113.011,4.0,0.904,False,[],unknown
Cherish,Kool & The Gang,25,1980,Kool & The Gang,1999-03-01,Cherish,Kool & The Gang,7ktxXsACTciz3gAtuzd1uV,spotify:track:7ktxXsACTciz3gAtuzd1uV,60,0.331,https://api.spotify.com/v1/audio-analysis/7ktxXsACTciz3gAtuzd1uV,0.639,238933.0,0.596,0.0,10.0,0.296,-8.145,0.0,0.0225,95.186,4.0,0.427,False,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",pop
Meet Me Half Way,Kenny Loggins,25,1980,Kenny Loggins,1988-08-02,Meet Me Half Way,Kenny Loggins,5CdX4HXMRxyldTVxXDrzSA,spotify:track:5CdX4HXMRxyldTVxXDrzSA,51,0.0929,https://api.spotify.com/v1/audio-analysis/5CdX4HXMRxyldTVxXDrzSA,0.635,219533.0,0.395,0.0,4.0,0.27,-13.005,1.0,0.0266,117.096,4.0,0.334,False,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",rock
Angel,Aerosmith,25,1980,Aerosmith,1987-01-01,Angel,Aerosmith,3kfXUGIdBNpyr2gBvU3Guj,spotify:track:3kfXUGIdBNpyr2gBvU3Guj,60,0.296,https://api.spotify.com/v1/audio-analysis/3kfXUGIdBNpyr2gBvU3Guj,0.255,308872.0,0.822,0.0,3.0,0.106,-3.547,1.0,0.0389,171.46,4.0,0.409,False,"['album rock', 'classic rock', 'hard rock', 'rock']",rock
Strut,Sheena Easton,25,1980,Sheena Easton,1995-04-01,Strut,Sheena Easton,2OyhKMrcQ38esiohOixowR,spotify:track:2OyhKMrcQ38esiohOixowR,41,0.295,https://api.spotify.com/v1/audio-analysis/2OyhKMrcQ38esiohOixowR,0.91,240960.0,0.751,0.00214,1.0,0.141,-11.29,1.0,0.039,114.659,4.0,0.975,False,"['adult standards', 'mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']",pop
Eye In The Sky,The Alan Parsons Project,25,1980,The Alan Parsons Project,1982,Eye In The Sky,The Alan Parsons Project,39qYD4J4BKvZMQgxfXl5bv,spotify:track:39qYD4J4BKvZMQgxfXl5bv,64,0.562,https://api.spotify.com/v1/audio-analysis/39qYD4J4BKvZMQgxfXl5bv,0.823,276280.0,0.417,0.00098,2.0,0.0765,-12.643,1.0,0.032,111.928,4.0,0.522,False,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",rock
Piano In The Dark,Brenda Russell Featuring Joe Esposito,25,1980,Brenda Russell ,1988-01-01,Piano In The Dark,Brenda Russell,70RPjUR5l0jmBQndfNXP0z,spotify:track:70RPjUR5l0jmBQndfNXP0z,43,0.428,https://api.spotify.com/v1/audio-analysis/70RPjUR5l0jmBQndfNXP0z,0.737,320800.0,0.317,0.000114,0.0,0.0924,-16.973,0.0,0.0252,99.735,4.0,0.443,False,['smooth jazz'],unknown
Perfect Way,Scritti Politti,25,1980,Scritti Politti,1985-06-10,Perfect Way,Scritti Politti,4f79zDW0EEn7ahOTjiNUn6,spotify:track:4f79zDW0EEn7ahOTjiNUn6,40,0.105,https://api.spotify.com/v1/audio-analysis/4f79zDW0EEn7ahOTjiNUn6,0.721,284120.0,0.64,0.0394,4.0,0.353,-11.882,0.0,0.0661,104.576,4.0,0.741,False,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",pop
Wild Thing,Tone-Loc,25,1980,Tone-Loc,1989-01-01,Wild Thing,Tone-Loc,0gljI0CtjpdZK6ecidfxto,spotify:track:0gljI0CtjpdZK6ecidfxto,56,0.000507,https://api.spotify.com/v1/audio-analysis/0gljI0CtjpdZK6ecidfxto,0.943,263573.0,0.685,8.56e-06,7.0,0.0604,-11.903,1.0,0.188,125.515,4.0,0.813,False,"['hip hop', 'hip house', 'rap']",rap
Wishing Well,Terence Trent D'Arby,25,1980,Terence Trent D'Arby,1987-07-06,Wishing Well,Terence Trent D'Arby,2bvzxeD1hPWEYotw40Euq9,spotify:track:2bvzxeD1hPWEYotw40Euq9,57,0.0965,https://api.spotify.com/v1/audio-analysis/2bvzxeD1hPWEYotw40Euq9,0.855,210467.0,0.461,0.0,10.0,0.201,-13.096,0.0,0.0564,104.96,4.0,0.833,False,"['dance rock', 'new romantic', 'new wave', 'new wave pop']",pop
I Go Crazy,Paul Davis,40,1970,Paul Davis,1977,I Go Crazy,Paul Davis,08kvJTpcthAvvvW0BAcGHN,spotify:track:08kvJTpcthAvvvW0BAcGHN,54,0.259,https://api.spotify.com/v1/audio-analysis/08kvJTpcthAvvvW0BAcGHN,0.534,233893.0,0.457,0.0004,4.0,0.203,-8.66,0.0,0.0266,140.798,4.0,0.271,False,"['album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",rock
Why Me,Kris Kristofferson,38,1970,Kris Kristofferson,2017-09-08,Why Me - Live,Kris Kristofferson,3YaR3Drv2GP6BHKz6d8Q2f,spotify:track:3YaR3Drv2GP6BHKz6d8Q2f,37,0.682,https://api.spotify.com/v1/audio-analysis/3YaR3Drv2GP6BHKz6d8Q2f,0.327,281215.0,0.706,0.000236,7.0,0.733,-5.924,1.0,0.0402,82.834,3.0,0.563,False,"['country rock', 'folk', 'folk rock', 'nashville sound', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional country', 'traditional folk']",country
How Deep Is Your Love,Bee Gees,33,1970,Bee Gees,1979-01-01,How Deep Is Your Love,Bee Gees,2JoZzpdeP2G6Csfdq5aLXP,spotify:track:2JoZzpdeP2G6Csfdq5aLXP,74,0.105,https://api.spotify.com/v1/audio-analysis/2JoZzpdeP2G6Csfdq5aLXP,0.633,245200.0,0.357,0.0,5.0,0.133,-9.366,0.0,0.0264,104.938,4.0,0.674,False,"['disco', 'mellow gold', 'soft rock']",pop
Feelings,Morris Albert,32,1970,Morris Albert,2009-02-20,Feelings,Morris Albert,58xaG4P5HeG7K2rgu0WPCl,spotify:track:58xaG4P5HeG7K2rgu0WPCl,32,0.834,https://api.spotify.com/v1/audio-analysis/58xaG4P5HeG7K2rgu0WPCl,0.596,299493.0,0.194,4.75e-05,4.0,0.0995,-14.367,0.0,0.0275,74.967,4.0,0.281,False,[],unknown
Baby Come Back,Player,32,1970,Player,2012-06-11,Baby Come Back,Groove Armada,2eRYuzlSOBk3HlMsCSOLPJ,spotify:track:2eRYuzlSOBk3HlMsCSOLPJ,53,0.0713,https://api.spotify.com/v1/audio-analysis/2eRYuzlSOBk3HlMsCSOLPJ,0.645,214373.0,0.604,0.0,5.0,0.129,-9.904,0.0,0.118,156.436,4.0,0.545,False,"['acid jazz', 'big beat', 'disco house', 'electronic', 'new rave', 'nu jazz', 'nu skool breaks', 'trip hop']",unknown
I Love The Nightlife (Disco 'round),Alicia Bridges,31,1970,Alicia Bridges,1999-01-01,I Love The Nightlife (Disco 'Round),Alicia Bridges,6c0G8K6G2LlIfJTsRLJjfs,spotify:track:6c0G8K6G2LlIfJTsRLJjfs,42,0.337,https://api.spotify.com/v1/audio-analysis/6c0G8K6G2LlIfJTsRLJjfs,0.692,187973.0,0.69,0.00213,0.0,0.0862,-7.824,1.0,0.0332,125.315,4.0,0.92,False,['disco'],pop
I Just Want To Be Your Everything,Andy Gibb,31,1970,Andy Gibb,1977-09-09,I Just Want To Be Your Everything,Andy Gibb,5EdlwzcgIAYs2HGvOnczPN,spotify:track:5EdlwzcgIAYs2HGvOnczPN,56,0.169,https://api.spotify.com/v1/audio-analysis/5EdlwzcgIAYs2HGvOnczPN,0.648,225667.0,0.656,1.17e-05,9.0,0.164,-7.393,1.0,0.0345,97.093,4.0,0.831,False,"['adult standards', 'bubblegum pop', 'country rock', 'disco', 'mellow gold', 'soft rock']",rock
Hot Child In The City,Nick Gilder,31,1970,Nick Gilder,1980,Hot Child in the City - Extended Remix,Nick Gilder,4F1DV1FrB68LNpmlvQs01N,spotify:track:4F1DV1FrB68LNpmlvQs01N,50,0.0349,https://api.spotify.com/v1/audio-analysis/4F1DV1FrB68LNpmlvQs01N,0.731,215092.0,0.664,7.59e-05,4.0,0.127,-6.995,1.0,0.0371,110.775,4.0,0.818,False,['classic canadian rock'],unknown
Disco Inferno,The Trammps,29,1970,The Trammps,2005-09-20,Disco Inferno - Single Edit,The Trammps,22ff60cZy4APp7bzESHLR8,spotify:track:22ff60cZy4APp7bzESHLR8,63,0.0261,https://api.spotify.com/v1/audio-analysis/22ff60cZy4APp7bzESHLR8,0.766,191573.0,0.844,0.605,10.0,0.18,-3.851,1.0,0.0361,129.323,4.0,0.835,False,"['disco', 'motown', 'philly soul', 'post-disco']",pop
Dream On,Aerosmith,29,1970,Aerosmith,1973-01-05,Dream On,Aerosmith,5MxNLUsfh7uzROypsoO5qe,spotify:track:5MxNLUsfh7uzROypsoO5qe,77,0.388,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,0.307,266960.0,0.433,9.08e-05,1.0,0.332,-10.057,1.0,0.029,160.9,4.0,0.224,False,"['album rock', 'classic rock', 'hard rock', 'rock']",rock
(Love Is) Thicker Than Water,Andy Gibb,29,1970,Andy Gibb,1977-09-09,(Love Is) Thicker Than Water,Andy Gibb,5WdF8jm3hBNi1t9qlqdjsE,spotify:track:5WdF8jm3hBNi1t9qlqdjsE,43,0.129,https://api.spotify.com/v1/audio-analysis/5WdF8jm3hBNi1t9qlqdjsE,0.586,255960.0,0.463,7.08e-05,6.0,0.0757,-9.929,0.0,0.0252,96.479,4.0,0.551,False,"['adult standards', 'bubblegum pop', 'country rock', 'disco', 'mellow gold', 'soft rock']",rock
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,28,1970,Chic,1991,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",CHIC,1SwyDb5qUcLjukFqSCRqxy,spotify:track:1SwyDb5qUcLjukFqSCRqxy,38,0.00961,https://api.spotify.com/v1/audio-analysis/1SwyDb5qUcLjukFqSCRqxy,0.85,501467.0,0.665,0.483,10.0,0.0885,-9.404,0.0,0.0887,123.166,4.0,0.718,False,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",pop
Sara Smile,Daryl Hall John Oates,28,1970,Daryl Hall John Oates,1975,Sara Smile,Daryl Hall & John Oates,1qjrYozGqc7upUgfN776lZ,spotify:track:1qjrYozGqc7upUgfN776lZ,64,0.354,https://api.spotify.com/v1/audio-analysis/1qjrYozGqc7upUgfN776lZ,0.592,185293.0,0.397,0.000894,2.0,0.119,-10.81,0.0,0.0676,150.038,3.0,0.205,False,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",rock
Dance With Me,Peter Brown With Betty Wright,28,1970,Peter Brown With Betty Wright,2002-07-02,Dance with Me,Betty Wright,2mKJOxhHIcQjr14YpmW2aj,spotify:track:2mKJOxhHIcQjr14YpmW2aj,11,0.156,https://api.spotify.com/v1/audio-analysis/2mKJOxhHIcQjr14YpmW2aj,0.943,223440.0,0.684,0.00359,6.0,0.081,-6.924,1.0,0.126,111.945,4.0,0.846,False,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",pop
One Hell Of A Woman,Mac Davis,28,1970,Mac Davis,1974,One Hell Of A Woman,Mac Davis,7Eq6uD4xcTs4Ddmyv6Ttjs,spotify:track:7Eq6uD4xcTs4Ddmyv6Ttjs,24,0.344,https://api.spotify.com/v1/audio-analysis/7Eq6uD4xcTs4Ddmyv6Ttjs,0.634,171960.0,0.428,0.00253,9.0,0.0997,-16.536,1.0,0.0471,120.161,4.0,0.61,False,"['bubblegum pop', 'nashville sound', 'traditional country']",pop
Falling,LeBlanc & Carr,28,1970,LeBlanc & Carr,1977-07-05,Falling,LeBlanc And Carr,2niFXRDFTmgLjPYNkcA2no,spotify:track:2niFXRDFTmgLjPYNkcA2no,28,0.74,https://api.spotify.com/v1/audio-analysis/2niFXRDFTmgLjPYNkcA2no,0.385,192227.0,0.395,4.66e-05,0.0,0.197,-9.332,1.0,0.0247,93.898,4.0,0.298,False,[],unknown
On And On,Stephen Bishop,28,1970,Stephen Bishop,1976-01-01,On And On,Stephen Bishop,0Vth3l4XAo8hNYmxjzhr2y,spotify:track:0Vth3l4XAo8hNYmxjzhr2y,57,0.766,https://api.spotify.com/v1/audio-analysis/0Vth3l4XAo8hNYmxjzhr2y,0.566,181893.0,0.466,0.000511,11.0,0.104,-10.268,1.0,0.0279,101.739,4.0,0.588,False,"['adult standards', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",rock
I Will Survive,Gloria Gaynor,27,1970,Gloria Gaynor,2000-01-01,I Will Survive - Single Version,Gloria Gaynor,7cv28LXcjAC3GsXbUvXKbX,spotify:track:7cv28LXcjAC3GsXbUvXKbX,64,0.0181,https://api.spotify.com/v1/audio-analysis/7cv28LXcjAC3GsXbUvXKbX,0.775,198066.0,0.731,0.00952,0.0,0.253,-8.715,1.0,0.0536,116.66,4.0,0.558,False,['disco'],pop
Stayin' Alive,Bee Gees,27,1970,Bee Gees,1979-01-01,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,3mRM4NM8iO7UBqrSigCQFH,spotify:track:3mRM4NM8iO7UBqrSigCQFH,76,0.0322,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,0.703,285373.0,0.826,0.00629,10.0,0.179,-7.179,0.0,0.0341,103.564,4.0,0.945,False,"['disco', 'mellow gold', 'soft rock']",pop
"December, 1963 (Oh, What a Night)",The 4 Seasons,27,1970,The 4 Seasons,2019-08-23,"December, 1963 (Oh What a Night!)",Various Artists,1WoFmc10jNDFmkoiaG1kYK,spotify:track:1WoFmc10jNDFmkoiaG1kYK,60,0.0569,https://api.spotify.com/v1/audio-analysis/1WoFmc10jNDFmkoiaG1kYK,0.728,200427.0,0.592,3.23e-06,1.0,0.0409,-9.518,1.0,0.0251,104.407,4.0,0.965,False,[],unknown
Just The Way You Are,Billy Joel,27,1970,Billy Joel,1977,Just the Way You Are,Billy Joel,49MHCPzvMLXhRjDantBMVH,spotify:track:49MHCPzvMLXhRjDantBMVH,66,0.703,https://api.spotify.com/v1/audio-analysis/49MHCPzvMLXhRjDantBMVH,0.589,290573.0,0.453,2.54e-05,7.0,0.134,-8.912,1.0,0.0397,139.148,4.0,0.513,False,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",rock
I Like Dreamin',Kenny Nolan,27,1970,Kenny Nolan,1976,I Like Dreamin' - Demo Version,Kenny Nolan,4wlRO5dyyO7jYrzs2PltV8,spotify:track:4wlRO5dyyO7jYrzs2PltV8,33,0.953,https://api.spotify.com/v1/audio-analysis/4wlRO5dyyO7jYrzs2PltV8,0.626,221560.0,0.181,0.00769,4.0,0.103,-14.203,0.0,0.0394,123.911,4.0,0.253,False,[],unknown
Send In The Clowns,Judy Collins,27,1970,Judy Collins,1975-03-01,Send in the Clowns,Judy Collins,3evTbfCtMxbUwTQIn7QOcG,spotify:track:3evTbfCtMxbUwTQIn7QOcG,43,0.97,https://api.spotify.com/v1/audio-analysis/3evTbfCtMxbUwTQIn7QOcG,0.155,240867.0,0.0487,0.00104,3.0,0.188,-16.942,1.0,0.0397,67.097,5.0,0.087,False,"['american folk revival', 'folk', 'folk rock', 'lilith', 'mellow gold', 'singer-songwriter', 'traditional folk']",unknown
I Never Cry,Alice Cooper,27,1970,Alice Cooper,1976-01-01,I Never Cry,Alice Cooper,7y5mfSJLUmPYmrI5hcCWnT,spotify:track:7y5mfSJLUmPYmrI5hcCWnT,46,0.45,https://api.spotify.com/v1/audio-analysis/7y5mfSJLUmPYmrI5hcCWnT,0.553,224600.0,0.284,3.48e-06,0.0,0.114,-15.602,1.0,0.0317,136.112,4.0,0.374,False,"['album rock', 'blues-rock', 'classic rock', 'comic', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",rock
Boogie Nights,Heatwave,27,1970,Heatwave,1976,Boogie Nights,Heatwave,20zOIoex7YchUh87d8tlvg,spotify:track:20zOIoex7YchUh87d8tlvg,55,0.349,https://api.spotify.com/v1/audio-analysis/20zOIoex7YchUh87d8tlvg,0.62,303533.0,0.54,2.53e-05,4.0,0.187,-14.636,0.0,0.0422,118.823,4.0,0.759,False,"['brit funk', 'classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",pop
