Country,Genre,Radio ID,Radio logo,Radio Name,Stream URL
EE,Music,14257,radio-tallinn.jpg,Radio Tallinn,http://icecast.err.ee:80/raadiotallinn.mp3
CO,Music,11396,radio-tiempo-106-7-fm-valledupar.jpg,Radio Tiempo 106.7 FM Valledupar,http://i60.letio.com/9160.aac
FR,Music,17189,radio-vall-e-v-z-re-104-4-fm.jpg,Radio Vall E V Z Re 104.4 FM,http://91.121.62.121:7400/
ES,Sport,15253,radio-valladolid.jpg,Radio Valladolid,http://playerservices.streamtheworld.com/api/livestream-redirect/SER_VALLADOLID.mp3
IT,Music,20391,radio-valle-camonica.jpg,Radio Valle Camonica,http://onair20.xdevel.com:8320/1/;
IT,AC,20392,radio-vallebelbo.jpg,Radio Vallebelbo,http://nr9.newradio.it:9581/;stream.mp3
ES,Music,15254,radio-vallekas.jpg,Radio Vallekas,http://www.radiovallekas.org/jingleRVK.mp3
FR,Dance,17190,radio-vallespir.jpg,Radio Vallespir,http://sv6.vestaradio.com:4620/;stream.mp3
HR,Music,18729,radio-vallis-aurea.jpg,Radio Vallis Aurea,http://144.76.172.23:7034
PL,Music,24092,radio-vox-ballads.jpg,Radio Vox Ballads,http://waw.ic.smcdn.pl/t033-1.mp3?timestamp=1508160830&hash=8600675b5daad92226d2a556596d15f7
BE,Blues,8823,radio-walloz.jpg,Radio Walloz,http://www.englandproxy.co.uk/listen.radionomy.com/walloz?type=.mp3/;stream.mp3
GR,Love,18199,radio1-ballads.jpg,Radio1 BALLADS,http://www.111.gr:8110/;
JM,Dancehall,20614,rebel-radio-link.jpg,Rebel Radio Link,http://stardust.wavestreamer.com:5160/;stream.mp3
FR,Pop,17251,red-wolf-roll-call-radio.jpg,Red Wolf Roll Call Radio,http://stereo.wavestreamer.com:6929/;stream.mp3
FR,Dancehall,17254,reggae-radio.jpg,Reggae Radio,http://www.englandproxy.co.uk/streaming.radionomy.com/Reggae-HitConnectionRadio?type=.mp3/;stream.mp3
UK,Reggae,1221,reggaeton-dallas.jpg,Reggaeton Dallas,http://myradio.zion3media.com:9766/;stream.mp3
AU,AC,7307,richmond-valley-radio.jpg,Richmond Valley Radio,http://s2.stationplaylist.com:9300/listen.aac
US,Classic,4545,rock-all-night.jpg,Rock All Night,http://ice1.securenetsystems.net/DEMOSTN?&playSessionID=F997AF82-FE32-26EF-D456EDEBAAF7DB11
CH,Dance,10550,rps-dancehall-radio.jpg,RPS Dancehall Radio,http://www.englandproxy.co.uk/listen.radionomy.com/rpsdancehallradio?type=.mp3/;stream.mp3
VE,Hits,27842,salsa-en-la-calle.jpg,Salsa EN LA Calle,http://streaming3.globalhost.net.ve:9132/;stream.mp3
UK,Music,1322,somer-valley-fm.jpg,Somer Valley FM,http://icecast.bargus.co.uk:8002/svalley.mp3?type=.mp3/;stream.mp3
DE,Jazz,13351,soul-allnighter.jpg,Soul Allnighter,http://stream.laut.fm/soulallnighter
UK,Community,1340,southall-radio.jpg,Southall Radio,http://sirius.shoutca.st:8750/stream?type=.mp3/;stream.mp3
ES,AC,15362,spectrum-fm-mallorca.jpg,Spectrum FM Mallorca,http://51.255.235.165:5014/stream.mp3
CH,Music,10573,srf-1-regionaljournal-bern-freiburg-wallis.jpg,SRF 1 Regionaljournal Bern Freiburg Wallis,http://stream.srg-ssr.ch/m/regi_be_fr_vs/mp3_128
BE,Music,8868,stadsradio-halle.jpg,StadsRadio Halle,http://176.31.224.21:8690/;stream.mp3
US,Music,4780,tallahassee-fire-department.jpg,Tallahassee Fire Department,http://relay.broadcastify.com:80/771339103?type=.mp3/;stream.mp3
ES,80s,15372,taller-de-radio.jpg,Taller De Radio,http://servertaller.sytes.net:8000/laonda
RS,Music,25095,tdi-radio-all-hits.jpg,TDI Radio All Hits,http://streaming.tdiradio.com:8000/tdiradio
UK,Electro,1423,the-thin-wall.jpg,The Thin Wall,http://hyades.shoutca.st:8467/stream
US,80s,4922,totally-80s-fm.jpg,Totally 80s FM,http://streaming.dragonstack.com:8000/stream?type=.mp3/;stream.mp3
TT,Local,27147,totally-hits-radio.jpg,Totally Hits Radio,http://ericscottradio.primcast.com:5506/;stream.mp3
AU,00s,7350,totally-radio-00s.jpg,Totally Radio 00s,http://www.englandproxy.co.uk/listen.radionomy.com/totallyradio00s
AU,60s,7351,totally-radio-60s.jpg,Totally Radio 60s, http://www.englandproxy.co.uk/listen.radionomy.com/totallyradio60-s?type=.mp3/;stream.mp3
AU,70s,7352,totally-radio-70s.jpg,Totally Radio 70s,http://www.englandproxy.co.uk/streaming.radionomy.com/TotallyRadio70-s?type=.mp3/;stream.mp3
AU,80s,7353,totally-radio-80s.jpg,Totally Radio 80s,http://www.englandproxy.co.uk/listen.radionomy.com/totallyradio80-s?type=.mp3/;stream.mp3
AU,90s,7354,totally-radio-90s.jpg,Totally Radio 90s,http://www.englandproxy.co.uk/listen.radionomy.com/totallyradio90s
AU,Hits,7355,totally-radio-hits.jpg,Totally Radio Hits,http://www.englandproxy.co.uk/listen.radionomy.com/totallyradiothehits
FR,Reggae,17537,trace-fm-reggae-dancehall.jpg,Trace FM Reggae Dancehall,http://chai5she.cdn.dvmr.fr/trace_fm_martinique-midfi.aac
CO,Alternative Rock,11514,univalle-estereo.jpg,Univalle Estereo,http://uv-stereo.univalle.edu.co:8000/envivo.mp3?type=.mp3/;stream.mp3
ES,Pop,15417,valle-de-buelna-fm.jpg,Valle De Buelna FM,http://ns5.emisionlocal.com:8012/;stream.mp3
CO,Music,11520,valle-verde-stereo.jpg,Valle Verde Stereo,http://i50.letio.com/7770.aac
CO,Tropical,11521,valledupar-93-7-fm-olimpica-stereo.jpg,Valledupar 93.7 FM Olimpica Stereo,http://i60.letio.com/9118.aac
NL,Culture,23057,vallei-radio.jpg,Vallei Radio,http://server-25.stream-server.nl:8366/;stream.mp3
CO,Variety,11522,vallena-total-stereo.jpg,Vallena Total Stereo,http://www.englandproxy.co.uk/streaming.radionomy.com/VallenatotalEstereo?type=.mp3/;stream.mp3
CO,Local,11523,vallenato-ventiao.jpg,Vallenato Ventiao,http://live2.rcnmundo.com/vallenatoventiao.mp3?type=.mp3/;stream.mp3
CA,Country,6973,valley-country-fm.jpg,Valley Country FM,http://srv1.hotdogradio.com:8000/CIVH?type=.mp3/;stream.mp3
US,Songs,4984,valley-free-radio.jpg,Valley Free Radio,http://valleyfree1.serverroom.us:5676/;
IT,Entertainment,20566,valley-public-radio.jpg,Valley Public Radio,http://sc13.lax.llnw.net:80/stream/vpubradio_kvpr?type=.mp3/;stream.mp3
IT,Community,20567,valliland-radio.jpg,Valliland Radio,http://ice05.fluidstream.net:80/fluid0504.mp3?type=.mp3/;stream.mp3
NL,Music,23071,veronica-top-1000-allertijden.jpg,Veronica Top 1000 Allertijden,http://playerservices.streamtheworld.com/api/livestream-redirect/SRGSTR10.mp3
CO,Local,11527,vibra-valle.jpg,Vibra Valle,http://playerservices.streamtheworld.com/api/livestream-redirect/VIBRA_VALLE.mp3
FR,Music,17495,web-radio-johnny-hallyday.jpg,Web Radio Johnny Hallyday,http://www.englandproxy.co.uk/streaming.radionomy.com/JOHNNYHALLYDAY-LALEGENDE-officiel-?type=.mp3/;stream.mp3
FR,Dancehall,17497,webadub-radio.jpg,Webadub Radio,http://www.radioking.com/play/webadub-dancehall-radio
US,Urban/Gospel,29095,whal-hallelujah-95-7.jpg,WHAL Hallelujah 95.7,http://c10icyelb.prod.playlists.ihrhls.com/2137_icy
US,Music,5338,whhy-fm-101-9-all-the-hits-y102.jpg,WHHY FM 101.9 All The Hits Y102,http://playerservices.streamtheworld.com/api/livestream-redirect/WHHYFMAAC.aac
US,Urban/Gospel,29122,whlw-hallelujah-104-3.jpg,WHLW Hallelujah 104.3,http://c9icyelb.prod.playlists.ihrhls.com/4892_icy
US,Music,5518,wmgb-fm-all-the-hits-b-95-1.jpg,WMGB FM All The Hits B 95.1,http://playerservices.streamtheworld.com/api/livestream-redirect/WMGBFMAAC.aac
DE,Sport,13551,woof-the-ball-fm.jpg,Woof The Ball FM,http://ice8.securenetsystems.net/WOOFAM
ES,Talk,15431,word-all-day-radio.jpg,Word All Day Radio,http://ice1.securenetsystems.net/DEMOSTN
US,News,29553,wsan-espn-deportes-lehigh-valley-1470-am.jpg,WSAN ESPN Deportes Lehigh Valley 1470 AM,http://c4icyelb.prod.playlists.ihrhls.com/3348_icy
US,Oldies,5803,wvbo-fm-103-9-the-valley-s-best-oldie.jpg,WVBO FM 103.9 The Valley S Best Oldie,http://playerservices.streamtheworld.com/api/livestream-redirect/WVBOFMAAC.aac
AU,Local,7376,yarra-valley-fm.jpg,Yarra Valley FM,http://184.154.202.243:8049/;stream.mp3
PL,Music,24172,zet-gold-ballady.jpg,ZET Gold Ballady,http://zglbal-01.cdn.eurozet.pl:8526/;stream.mp3
